 ,Area,Mean,Angle,IntDen,RawIntDen,Length
1,5,59.479,-135.000,297.396,297.396,4.070
2,7,34.462,-116.565,241.234,241.234,6.374
3,8,57.610,-81.870,460.878,460.878,6.619
4,10,70.775,-96.340,707.750,707.750,9.086
5,9,62.700,-165.964,564.296,564.296,7.945
6,6,43.637,180.000,261.822,261.822,4.507
7,7,76.566,135.000,535.963,535.963,5.836
8,5,82.387,146.310,411.937,411.937,3.905
9,7,58.128,149.036,406.896,406.896,5.618
10,7,68.690,116.565,480.833,480.833,6.486
